			DocID: 53 <TITLE> Freq=(46) Rank: 10.0  TF-IDF=(0.0), DocID: 54 <TITLE> Freq=(46) Rank: 10.0  TF-IDF=(0.0), DocID: 55 <TITLE> Freq=(183) Rank: 10.0  TF-IDF=(0.0), DocID: 56 <TITLE> Freq=(183) Rank: 10.0  TF-IDF=(0.0), DocID: 57 <TITLE> Freq=(142) Rank: 10.0  TF-IDF=(0.0), DocID: 58 <TITLE> Freq=(142) Rank: 10.0  TF-IDF=(0.0), DocID: 59 <TITLE> Freq=(142) Rank: 10.0  TF-IDF=(0.0), DocID: 50 <TEXT> Freq=(182) Rank: 0.0  TF-IDF=(0.0), DocID: 51 <TEXT> Freq=(182) Rank: 0.0  TF-IDF=(0.0), DocID: 52 <TEXT> Freq=(182) Rank: 0.0  TF-IDF=(0.0)
recommend			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
recommendation  4125			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
recruiting			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
recruitment			DocID: 50 <TEXT> Freq=(4) Rank: 1.826021598486337  TF-IDF=(4.8158912173037445), DocID: 51 <TEXT> Freq=(4) Rank: 1.826021598486337  TF-IDF=(4.8158912173037445), DocID: 52 <TEXT> Freq=(4) Rank: 1.826021598486337  TF-IDF=(4.8158912173037445)
recurrent			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
reddy			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
refereed			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
reference			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
references			DocID: 55 <TEXT> Freq=(2) Rank: 2.118780648751992  TF-IDF=(3.2188758248682006), DocID: 56 <TEXT> Freq=(2) Rank: 2.118780648751992  TF-IDF=(3.2188758248682006)
reformulation			DocID: 50 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086), DocID: 51 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086), DocID: 52 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086)
region			DocID: 57 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 58 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 59 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 50 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 51 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 52 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907)
regions			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
registering			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
regression  5230			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
rehinged			DocID: 57 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 58 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 59 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722)
rehinged ai			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
rehinged's			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
reid			DocID: 53 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003), DocID: 54 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003)
reinforcement			DocID: 57 <TEXT> Freq=(1) Rank: 0.22725258857626168  TF-IDF=(0.22314355131420976), DocID: 58 <TEXT> Freq=(1) Rank: 0.22725258857626168  TF-IDF=(0.22314355131420976), DocID: 59 <TEXT> Freq=(1) Rank: 0.22725258857626168  TF-IDF=(0.22314355131420976), DocID: 55 <TEXT> Freq=(1) Rank: 0.21893744519728553  TF-IDF=(0.22314355131420976), DocID: 56 <TEXT> Freq=(1) Rank: 0.21893744519728553  TF-IDF=(0.22314355131420976), DocID: 50 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976), DocID: 51 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976), DocID: 52 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976)
release			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
release  4112			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
relevancesort			DocID: 57 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 58 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 59 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 50 <TEXT> Freq=(2) Rank: 0.6239593968822623  TF-IDF=(1.0216512475319814), DocID: 51 <TEXT> Freq=(2) Rank: 0.6239593968822623  TF-IDF=(1.0216512475319814), DocID: 52 <TEXT> Freq=(2) Rank: 0.6239593968822623  TF-IDF=(1.0216512475319814)
relevant			DocID: 53 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003), DocID: 54 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003)
relies			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
rematch			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
remi  43			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
remote			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
report			DocID: 57 <TEXT> Freq=(3) Rank: 0.33776898935625316  TF-IDF=(0.6694306539426294), DocID: 58 <TEXT> Freq=(3) Rank: 0.33776898935625316  TF-IDF=(0.6694306539426294), DocID: 59 <TEXT> Freq=(3) Rank: 0.33776898935625316  TF-IDF=(0.6694306539426294), DocID: 55 <TEXT> Freq=(1) Rank: 0.21893744519728553  TF-IDF=(0.22314355131420976), DocID: 56 <TEXT> Freq=(1) Rank: 0.21893744519728553  TF-IDF=(0.22314355131420976), DocID: 50 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976), DocID: 51 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976), DocID: 52 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976)
reporting			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
reports			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
representation			DocID: 55 <TEXT> Freq=(8) Rank: 1.2270232326924853  TF-IDF=(5.545177444479562), DocID: 56 <TEXT> Freq=(8) Rank: 1.2270232326924853  TF-IDF=(5.545177444479562), DocID: 50 <TEXT> Freq=(6) Rank: 1.143376997924483  TF-IDF=(4.1588830833596715), DocID: 51 <TEXT> Freq=(6) Rank: 1.143376997924483  TF-IDF=(4.1588830833596715), DocID: 52 <TEXT> Freq=(6) Rank: 1.143376997924483  TF-IDF=(4.1588830833596715)
representations			DocID: 50 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 51 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 52 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722)
representation  13813			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
representative			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
representing			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
repression			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
repressiontweet			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
reproducible			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
reputedly			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
request			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
research			DocID: 57 <TEXT> Freq=(4) Rank: 0.3596307280514756  TF-IDF=(0.8925742052568391), DocID: 58 <TEXT> Freq=(4) Rank: 0.3596307280514756  TF-IDF=(0.8925742052568391), DocID: 59 <TEXT> Freq=(4) Rank: 0.3596307280514756  TF-IDF=(0.8925742052568391), DocID: 53 <TEXT> Freq=(2) Rank: 0.34267551921835065  TF-IDF=(0.44628710262841953), DocID: 54 <TEXT> Freq=(2) Rank: 0.34267551921835065  TF-IDF=(0.44628710262841953), DocID: 50 <TEXT> Freq=(4) Rank: 0.33843367790256457  TF-IDF=(0.8925742052568391), DocID: 51 <TEXT> Freq=(4) Rank: 0.33843367790256457  TF-IDF=(0.8925742052568391), DocID: 52 <TEXT> Freq=(4) Rank: 0.33843367790256457  TF-IDF=(0.8925742052568391)
research tweet			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
researcher			DocID: 50 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086), DocID: 51 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086), DocID: 52 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086)
research  1068			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
reserved			DocID: 50 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 51 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 52 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 53 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 54 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 55 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 56 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 57 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 58 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 59 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0)
resolution			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
resource			DocID: 55 <TEXT> Freq=(1) Rank: 0.6800818216064315  TF-IDF=(0.6931471805599453), DocID: 56 <TEXT> Freq=(1) Rank: 0.6800818216064315  TF-IDF=(0.6931471805599453), DocID: 50 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453), DocID: 51 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453), DocID: 52 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453)
resources			DocID: 57 <TEXT> Freq=(3) Rank: 0.33776898935625316  TF-IDF=(0.6694306539426294), DocID: 58 <TEXT> Freq=(3) Rank: 0.33776898935625316  TF-IDF=(0.6694306539426294), DocID: 59 <TEXT> Freq=(3) Rank: 0.33776898935625316  TF-IDF=(0.6694306539426294), DocID: 53 <TEXT> Freq=(1) Rank: 0.2781088016692279  TF-IDF=(0.22314355131420976), DocID: 54 <TEXT> Freq=(1) Rank: 0.2781088016692279  TF-IDF=(0.22314355131420976), DocID: 50 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976), DocID: 51 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976), DocID: 52 <TEXT> Freq=(1) Rank: 0.19619289497310297  TF-IDF=(0.22314355131420976)
resources tweet			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
responses			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
responsibility			DocID: 53 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003), DocID: 54 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003)
responsible			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
responsibly			DocID: 53 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003), DocID: 54 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003)
rest			DocID: 57 <TEXT> Freq=(3) Rank: 1.8224352661527665  TF-IDF=(3.6119184129778086), DocID: 58 <TEXT> Freq=(3) Rank: 1.8224352661527665  TF-IDF=(3.6119184129778086), DocID: 59 <TEXT> Freq=(3) Rank: 1.8224352661527665  TF-IDF=(3.6119184129778086)
restricted			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
results			DocID: 50 <TEXT> Freq=(2) Rank: 0.27256368752551635  TF-IDF=(0.44628710262841953), DocID: 51 <TEXT> Freq=(2) Rank: 0.27256368752551635  TF-IDF=(0.44628710262841953), DocID: 52 <TEXT> Freq=(2) Rank: 0.27256368752551635  TF-IDF=(0.44628710262841953), DocID: 57 <TEXT> Freq=(1) Rank: 0.22725258857626168  TF-IDF=(0.22314355131420976), DocID: 58 <TEXT> Freq=(1) Rank: 0.22725258857626168  TF-IDF=(0.22314355131420976), DocID: 59 <TEXT> Freq=(1) Rank: 0.22725258857626168  TF-IDF=(0.22314355131420976), DocID: 55 <TEXT> Freq=(1) Rank: 0.21893744519728553  TF-IDF=(0.22314355131420976), DocID: 56 <TEXT> Freq=(1) Rank: 0.21893744519728553  TF-IDF=(0.22314355131420976)
retraining			DocID: 57 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 58 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 59 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722)
retrieval			DocID: 53 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003), DocID: 54 <TEXT> Freq=(1) Rank: 2.00587848742178  TF-IDF=(1.6094379124341003)
revealed			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
reveals			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
review			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
review  23			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
review  311			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
revolutionaized			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
ricardo  38			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
richard			DocID: 50 <TEXT> Freq=(4) Rank: 1.0512710238010674  TF-IDF=(2.772588722239781), DocID: 51 <TEXT> Freq=(4) Rank: 1.0512710238010674  TF-IDF=(2.772588722239781), DocID: 52 <TEXT> Freq=(4) Rank: 1.0512710238010674  TF-IDF=(2.772588722239781), DocID: 55 <TEXT> Freq=(2) Rank: 0.9125091571170186  TF-IDF=(1.3862943611198906), DocID: 56 <TEXT> Freq=(2) Rank: 0.9125091571170186  TF-IDF=(1.3862943611198906)
richard  43			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
richer			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
rick			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
ride			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
right			DocID: 57 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 58 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 59 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722)
rights			DocID: 50 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 51 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 52 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 53 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 54 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 55 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 56 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 57 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 58 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 59 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
rina  41			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
rip			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
rips			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
rise			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
robbins			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
robert			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
